Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,native,german,id,ITEM,CONDITION,RT,Reading.time,Newline.,Sentence..or.sentence.MD5.,Comments
1712593397,f056225247041558665fe7aa578a40b0,PennController,21,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,obtained,1712593295404,no,yes,JS14,18,plausible,undefined,580,0,The boyfriend*obtained*his girlfriend*some concert tickets.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,21,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,his girlfriend,1712593295404,no,yes,JS14,18,plausible,undefined,455,0,The boyfriend*obtained*his girlfriend*some concert tickets.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,21,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,some concert tickets.,1712593295404,no,yes,JS14,18,plausible,undefined,735,0,The boyfriend*obtained*his girlfriend*some concert tickets.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,21,0,experiment,NULL,Scale,Scale,Choice,5,1712593299815,no,yes,JS14,18,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,21,0,experiment,NULL,PennController,20,_Trial_,End,1712593300122,no,yes,JS14,18,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,PennController,13,_Trial_,Start,1712593300125,no,yes,JS14,11,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,PennController,13,_Header_,Start,1712593300125,no,yes,JS14,11,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,PennController,13,_Header_,End,1712593300125,no,yes,JS14,11,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The grandmother,1712593306071,no,yes,JS14,11,implausible,undefined,448,0,The grandmother*baked*some cookies*the grandson.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,baked,1712593306071,no,yes,JS14,11,implausible,undefined,461,0,The grandmother*baked*some cookies*the grandson.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,some cookies,1712593306071,no,yes,JS14,11,implausible,undefined,581,0,The grandmother*baked*some cookies*the grandson.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,the grandson.,1712593306071,no,yes,JS14,11,implausible,undefined,683,0,The grandmother*baked*some cookies*the grandson.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,Scale,Scale,Choice,1,1712593308801,no,yes,JS14,11,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,14,0,experiment,NULL,PennController,13,_Trial_,End,1712593309116,no,yes,JS14,11,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,PennController,3,_Trial_,Start,1712593309118,no,yes,JS14,1,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,PennController,3,_Header_,Start,1712593309118,no,yes,JS14,1,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,PennController,3,_Header_,End,1712593309118,no,yes,JS14,1,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The cook,1712593312460,no,yes,JS14,1,implausible,undefined,426,0,The cook*baked*a cake*Lucy.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,baked,1712593312460,no,yes,JS14,1,implausible,undefined,309,0,The cook*baked*a cake*Lucy.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a cake,1712593312460,no,yes,JS14,1,implausible,undefined,365,0,The cook*baked*a cake*Lucy.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,Lucy.,1712593312460,no,yes,JS14,1,implausible,undefined,506,0,The cook*baked*a cake*Lucy.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,Scale,Scale,Choice,1,1712593314534,no,yes,JS14,1,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,4,0,experiment,NULL,PennController,3,_Trial_,End,1712593314836,no,yes,JS14,1,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,PennController,22,_Trial_,Start,1712593314837,no,yes,JS14,20,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,PennController,22,_Header_,Start,1712593314837,no,yes,JS14,20,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,PennController,22,_Header_,End,1712593314837,no,yes,JS14,20,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The babysitter,1712593317759,no,yes,JS14,20,plausible,undefined,420,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,fixed,1712593317759,no,yes,JS14,20,plausible,undefined,499,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the child,1712593317759,no,yes,JS14,20,plausible,undefined,447,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,some lunch.,1712593317759,no,yes,JS14,20,plausible,undefined,569,0,The babysitter*fixed*the child*some lunch.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,Scale,Scale,Choice,3,1712593319466,no,yes,JS14,20,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,23,0,experiment,NULL,PennController,22,_Trial_,End,1712593319781,no,yes,JS14,20,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,PennController,4,_Trial_,Start,1712593319783,no,yes,JS14,2,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,PennController,4,_Header_,Start,1712593319783,no,yes,JS14,2,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,PennController,4,_Header_,End,1712593319783,no,yes,JS14,2,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The bartender,1712593322954,no,yes,JS14,2,plausible,undefined,517,0,The bartender*poured*the customer*a drink.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,poured,1712593322954,no,yes,JS14,2,plausible,undefined,453,0,The bartender*poured*the customer*a drink.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the customer,1712593322954,no,yes,JS14,2,plausible,undefined,484,0,The bartender*poured*the customer*a drink.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,a drink.,1712593322954,no,yes,JS14,2,plausible,undefined,514,0,The bartender*poured*the customer*a drink.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,Scale,Scale,Choice,5,1712593324345,no,yes,JS14,2,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,5,0,experiment,NULL,PennController,4,_Trial_,End,1712593324648,no,yes,JS14,2,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,PennController,8,_Trial_,Start,1712593324650,no,yes,JS14,6,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,PennController,8,_Header_,Start,1712593324650,no,yes,JS14,6,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,PennController,8,_Header_,End,1712593324650,no,yes,JS14,6,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The secretary,1712593328966,no,yes,JS14,6,plausible,undefined,593,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,ordered,1712593328966,no,yes,JS14,6,plausible,undefined,494,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the boss,1712593328966,no,yes,JS14,6,plausible,undefined,575,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,some office supplies.,1712593328966,no,yes,JS14,6,plausible,undefined,1385,0,The secretary*ordered*the boss*some office supplies.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,Scale,Scale,Choice,4,1712593333306,no,yes,JS14,6,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,9,0,experiment,NULL,PennController,8,_Trial_,End,1712593333611,no,yes,JS14,6,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,PennController,11,_Trial_,Start,1712593333612,no,yes,JS14,9,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,PennController,11,_Header_,Start,1712593333612,no,yes,JS14,9,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,PennController,11,_Header_,End,1712593333612,no,yes,JS14,9,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The charity,1712593337716,no,yes,JS14,9,implausible,undefined,436,0,The charity*built*a house*the hurricane victim.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,built,1712593337716,no,yes,JS14,9,implausible,undefined,560,0,The charity*built*a house*the hurricane victim.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a house,1712593337716,no,yes,JS14,9,implausible,undefined,741,0,The charity*built*a house*the hurricane victim.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,the hurricane victim.,1712593337716,no,yes,JS14,9,implausible,undefined,1244,0,The charity*built*a house*the hurricane victim.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,Scale,Scale,Choice,1,1712593339738,no,yes,JS14,9,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,12,0,experiment,NULL,PennController,11,_Trial_,End,1712593340041,no,yes,JS14,9,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,PennController,15,_Trial_,Start,1712593340042,no,yes,JS14,13,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,PennController,15,_Header_,Start,1712593340042,no,yes,JS14,13,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,PennController,15,_Header_,End,1712593340042,no,yes,JS14,13,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The receptionist,1712593343320,no,yes,JS14,13,implausible,undefined,576,0,The receptionist*saved*some cake*her co-worker.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,saved,1712593343320,no,yes,JS14,13,implausible,undefined,545,0,The receptionist*saved*some cake*her co-worker.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,some cake,1712593343320,no,yes,JS14,13,implausible,undefined,496,0,The receptionist*saved*some cake*her co-worker.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,her co-worker.,1712593343320,no,yes,JS14,13,implausible,undefined,747,0,The receptionist*saved*some cake*her co-worker.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,Scale,Scale,Choice,1,1712593345176,no,yes,JS14,13,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,16,0,experiment,NULL,PennController,15,_Trial_,End,1712593345478,no,yes,JS14,13,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,PennController,16,_Trial_,Start,1712593345479,no,yes,JS14,14,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,PennController,16,_Header_,Start,1712593345479,no,yes,JS14,14,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,PennController,16,_Header_,End,1712593345479,no,yes,JS14,14,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The seamstress,1712593348514,no,yes,JS14,14,plausible,undefined,402,0,The seamstress*made*her client*a dress.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,made,1712593348514,no,yes,JS14,14,plausible,undefined,704,0,The seamstress*made*her client*a dress.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,her client,1712593348514,no,yes,JS14,14,plausible,undefined,514,0,The seamstress*made*her client*a dress.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,a dress.,1712593348514,no,yes,JS14,14,plausible,undefined,683,0,The seamstress*made*her client*a dress.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,Scale,Scale,Choice,5,1712593350667,no,yes,JS14,14,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,17,0,experiment,NULL,PennController,16,_Trial_,End,1712593350968,no,yes,JS14,14,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,PennController,12,_Trial_,Start,1712593350969,no,yes,JS14,10,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,PennController,12,_Header_,Start,1712593350969,no,yes,JS14,10,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,PennController,12,_Header_,End,1712593350969,no,yes,JS14,10,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The waitress,1712593354191,no,yes,JS14,10,plausible,undefined,545,0,The waitress*fixed*the customer*a sandwich.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,fixed,1712593354191,no,yes,JS14,10,plausible,undefined,495,0,The waitress*fixed*the customer*a sandwich.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,the customer,1712593354191,no,yes,JS14,10,plausible,undefined,505,0,The waitress*fixed*the customer*a sandwich.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,a sandwich.,1712593354191,no,yes,JS14,10,plausible,undefined,579,0,The waitress*fixed*the customer*a sandwich.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,Scale,Scale,Choice,3,1712593355941,no,yes,JS14,10,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,13,0,experiment,NULL,PennController,12,_Trial_,End,1712593356242,no,yes,JS14,10,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,PennController,19,_Trial_,Start,1712593356243,no,yes,JS14,17,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,PennController,19,_Header_,Start,1712593356243,no,yes,JS14,17,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,PennController,19,_Header_,End,1712593356243,no,yes,JS14,17,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The travel agent,1712593359911,no,yes,JS14,17,implausible,undefined,558,0,The travel agent*reserved*a flight*the businessman.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,reserved,1712593359911,no,yes,JS14,17,implausible,undefined,562,0,The travel agent*reserved*a flight*the businessman.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a flight,1712593359911,no,yes,JS14,17,implausible,undefined,894,0,The travel agent*reserved*a flight*the businessman.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,the businessman.,1712593359911,no,yes,JS14,17,implausible,undefined,683,0,The travel agent*reserved*a flight*the businessman.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,Scale,Scale,Choice,1,1712593362161,no,yes,JS14,17,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,20,0,experiment,NULL,PennController,19,_Trial_,End,1712593362463,no,yes,JS14,17,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,PennController,7,_Trial_,Start,1712593362464,no,yes,JS14,5,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,PennController,7,_Header_,Start,1712593362464,no,yes,JS14,5,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,PennController,7,_Header_,End,1712593362464,no,yes,JS14,5,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The apprentice,1712593365796,no,yes,JS14,5,implausible,undefined,573,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,fetched,1712593365796,no,yes,JS14,5,implausible,undefined,648,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a hammer,1712593365796,no,yes,JS14,5,implausible,undefined,543,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,the carpenter.,1712593365796,no,yes,JS14,5,implausible,undefined,610,0,The apprentice*fetched*a hammer*the carpenter.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,Scale,Scale,Choice,1,1712593369095,no,yes,JS14,5,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,8,0,experiment,NULL,PennController,7,_Trial_,End,1712593369397,no,yes,JS14,5,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,PennController,10,_Trial_,Start,1712593369399,no,yes,JS14,8,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,PennController,10,_Header_,Start,1712593369399,no,yes,JS14,8,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,PennController,10,_Header_,End,1712593369399,no,yes,JS14,8,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The father,1712593373126,no,yes,JS14,8,plausible,undefined,481,0,The father*bought*his son*a bicycle.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,bought,1712593373126,no,yes,JS14,8,plausible,undefined,509,0,The father*bought*his son*a bicycle.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,his son,1712593373126,no,yes,JS14,8,plausible,undefined,765,0,The father*bought*his son*a bicycle.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,a bicycle.,1712593373126,no,yes,JS14,8,plausible,undefined,785,0,The father*bought*his son*a bicycle.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,Scale,Scale,Choice,5,1712593374248,no,yes,JS14,8,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,11,0,experiment,NULL,PennController,10,_Trial_,End,1712593374550,no,yes,JS14,8,plausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,PennController,9,_Trial_,Start,1712593374551,no,yes,JS14,7,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,PennController,9,_Header_,Start,1712593374551,no,yes,JS14,7,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,PennController,9,_Header_,End,1712593374551,no,yes,JS14,7,implausible,undefined,NULL,NA,,
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,1,The wife,1712593377662,no,yes,JS14,7,implausible,undefined,472,0,The wife*reserved*a table*her husband.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,2,reserved,1712593377662,no,yes,JS14,7,implausible,undefined,482,0,The wife*reserved*a table*her husband.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,3,a table,1712593377662,no,yes,JS14,7,implausible,undefined,376,0,The wife*reserved*a table*her husband.,Any addtional parameters were appended as additional columns
1712593397,f056225247041558665fe7aa578a40b0,PennController,10,0,experiment,NULL,Controller-SelfPacedReadingParadigmSentence,SelfPacedReadingParadigmSentence,4,her husband.,1712593377662,no,yes,JS14,7,implausible,undefined,565,0,The wife*reserved*a table*her husband.,Any addtional parameters were appended as additional columns
