Results.reception.time,MD5.hash.of.participant.s.IP.address,Controller.name,Order.number.of.item,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,EventTime,native,german,id,ITEM,CONDITION,RESPONSE,Comments
1712515177,567e07672879e9cece03bcf4f470767f,PennController,12,0,experiment-item,NULL,TextInput,answer,EnterReturn,i don't know,1712515135775,undefined,undefined,undefined,8,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,12,0,experiment-item,NULL,TextInput,answer,Final,i don't know,1712515135777,undefined,undefined,undefined,8,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,12,0,experiment-item,NULL,PennController,11,_Trial_,End,1712515135777,undefined,undefined,undefined,8,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,PennController,42,_Trial_,Start,1712515135778,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,PennController,42,_Header_,Start,1712515135778,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,PennController,42,_Header_,End,1712515135778,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,TextInput,answer,First,,1712515139060,undefined,undefined,undefined,119,101,undefined,i
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,TextInput,answer,EnterReturn,i don't know,1712515143337,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,TextInput,answer,Final,i don't know,1712515143338,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,43,0,experiment-filler,NULL,PennController,42,_Trial_,End,1712515143338,undefined,undefined,undefined,119,101,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,Start,1712515143339,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,Start,1712515143339,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,End,1712515143339,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,TextInput,answer,First,,1712515151750,undefined,undefined,undefined,108,100,undefined,i
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,TextInput,answer,EnterReturn,inventing printing,1712515166522,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,TextInput,answer,Final,inventing printing,1712515166530,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,End,1712515166531,undefined,undefined,undefined,108,100,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,PennController,21,_Trial_,Start,1712515166532,undefined,undefined,undefined,18,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,PennController,21,_Header_,Start,1712515166532,undefined,undefined,undefined,18,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,PennController,21,_Header_,End,1712515166532,undefined,undefined,undefined,18,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,TextInput,answer,First,,1712515168979,undefined,undefined,undefined,18,2,undefined,i
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,TextInput,answer,EnterReturn,i don't know,1712515177358,undefined,undefined,undefined,18,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,TextInput,answer,Final,i don't know,1712515177359,undefined,undefined,undefined,18,2,undefined,NULL
1712515177,567e07672879e9cece03bcf4f470767f,PennController,22,0,experiment-item,NULL,PennController,21,_Trial_,End,1712515177359,undefined,undefined,undefined,18,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,4,0,instructions,NULL,PennController,2,_Trial_,Start,1712524418416,undefined,undefined,undefined,NULL,NA,,
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,4,0,instructions,NULL,PennController,2,_Header_,Start,1712524418416,undefined,undefined,undefined,NULL,NA,,
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,4,0,instructions,NULL,PennController,2,_Header_,End,1712524418417,undefined,undefined,undefined,NULL,NA,,
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,4,0,instructions,NULL,PennController,2,_Trial_,End,1712524499427,undefined,undefined,undefined,NULL,NA,,
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,PennController,34,_Trial_,Start,1712524499431,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,PennController,34,_Header_,Start,1712524499431,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,PennController,34,_Header_,End,1712524499431,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,TextInput,answer,First,,1712524504236,undefined,undefined,undefined,111,100,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Olympics,1712524508659,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,TextInput,answer,Final,Olympics,1712524508660,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,35,0,experiment-filler,NULL,PennController,34,_Trial_,End,1712524508660,undefined,undefined,undefined,111,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,PennController,18,_Trial_,Start,1712524508661,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,PennController,18,_Header_,Start,1712524508661,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,PennController,18,_Header_,End,1712524508662,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,TextInput,answer,First,,1712524511241,undefined,undefined,undefined,15,2,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,TextInput,answer,EnterReturn,Apple,1712524514272,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,TextInput,answer,Final,Apple,1712524514273,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,19,0,experiment-item,NULL,PennController,18,_Trial_,End,1712524514273,undefined,undefined,undefined,15,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,PennController,26,_Trial_,Start,1712524514274,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,PennController,26,_Header_,Start,1712524514274,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,PennController,26,_Header_,End,1712524514274,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,TextInput,answer,First,,1712524516028,undefined,undefined,undefined,103,100,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,TextInput,answer,EnterReturn,USA,1712524516846,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,TextInput,answer,Final,USA,1712524516847,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,27,0,experiment-filler,NULL,PennController,26,_Trial_,End,1712524516847,undefined,undefined,undefined,103,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,PennController,7,_Trial_,Start,1712524516848,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,PennController,7,_Header_,Start,1712524516848,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,PennController,7,_Header_,End,1712524516849,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,TextInput,answer,First,,1712524520620,undefined,undefined,undefined,4,1,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,TextInput,answer,EnterReturn,Prince,1712524521781,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,TextInput,answer,Final,Prince,1712524521782,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,8,0,experiment-item,NULL,PennController,7,_Trial_,End,1712524521782,undefined,undefined,undefined,4,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,PennController,38,_Trial_,Start,1712524521783,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,PennController,38,_Header_,Start,1712524521783,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,PennController,38,_Header_,End,1712524521783,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,TextInput,answer,First,,1712524525103,undefined,undefined,undefined,115,100,undefined,1
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,TextInput,answer,EnterReturn,168,1712524534099,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,TextInput,answer,Final,168,1712524534100,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,39,0,experiment-filler,NULL,PennController,38,_Trial_,End,1712524534100,undefined,undefined,undefined,115,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,PennController,13,_Trial_,Start,1712524534101,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,PennController,13,_Header_,Start,1712524534101,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,PennController,13,_Header_,End,1712524534101,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,TextInput,answer,First,,1712524540667,undefined,undefined,undefined,10,1,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,TextInput,answer,EnterReturn,Tiger,1712524541881,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,TextInput,answer,Final,Tiger,1712524541882,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,14,0,experiment-item,NULL,PennController,13,_Trial_,End,1712524541882,undefined,undefined,undefined,10,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,PennController,43,_Trial_,Start,1712524541884,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,PennController,43,_Header_,Start,1712524541884,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,PennController,43,_Header_,End,1712524541884,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,TextInput,answer,First,,1712524545044,undefined,undefined,undefined,120,101,undefined,d
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,TextInput,answer,EnterReturn,don't know,1712524549517,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,TextInput,answer,Final,don't know,1712524549518,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,44,0,experiment-filler,NULL,PennController,43,_Trial_,End,1712524549518,undefined,undefined,undefined,120,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,PennController,5,_Trial_,Start,1712524549519,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,PennController,5,_Header_,Start,1712524549519,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,PennController,5,_Header_,End,1712524549519,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,TextInput,answer,First,,1712524551346,undefined,undefined,undefined,2,1,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,TextInput,answer,EnterReturn,UK,1712524552388,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,TextInput,answer,Final,UK,1712524552389,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,6,0,experiment-item,NULL,PennController,5,_Trial_,End,1712524552389,undefined,undefined,undefined,2,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,PennController,42,_Trial_,Start,1712524552390,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,PennController,42,_Header_,Start,1712524552390,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,PennController,42,_Header_,End,1712524552390,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,TextInput,answer,First,,1712524564587,undefined,undefined,undefined,119,101,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,TextInput,answer,EnterReturn,can't answer,1712524570032,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,TextInput,answer,Final,can't answer,1712524570033,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,43,0,experiment-filler,NULL,PennController,42,_Trial_,End,1712524570033,undefined,undefined,undefined,119,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,PennController,14,_Trial_,Start,1712524570034,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,PennController,14,_Header_,Start,1712524570034,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,PennController,14,_Header_,End,1712524570034,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,TextInput,answer,First,,1712524573234,undefined,undefined,undefined,11,2,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,TextInput,answer,EnterReturn,Greek,1712524574721,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,TextInput,answer,Final,Greek,1712524574722,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,15,0,experiment-item,NULL,PennController,14,_Trial_,End,1712524574722,undefined,undefined,undefined,11,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,PennController,45,_Trial_,Start,1712524574723,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,PennController,45,_Header_,Start,1712524574723,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,PennController,45,_Header_,End,1712524574723,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,TextInput,answer,First,,1712524580045,undefined,undefined,undefined,122,101,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,TextInput,answer,EnterReturn,None,1712524587711,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,TextInput,answer,Final,None,1712524587712,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,46,0,experiment-filler,NULL,PennController,45,_Trial_,End,1712524587712,undefined,undefined,undefined,122,101,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,PennController,20,_Trial_,Start,1712524587713,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,PennController,20,_Header_,Start,1712524587713,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,PennController,20,_Header_,End,1712524587713,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,TextInput,answer,First,,1712524589730,undefined,undefined,undefined,17,2,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,TextInput,answer,EnterReturn,Neil Armstrong,1712524594812,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,TextInput,answer,Final,Neil Armstrong,1712524594813,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,21,0,experiment-item,NULL,PennController,20,_Trial_,End,1712524594813,undefined,undefined,undefined,17,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,PennController,24,_Trial_,Start,1712524594814,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,PennController,24,_Header_,Start,1712524594814,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,PennController,24,_Header_,End,1712524594814,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,TextInput,answer,First,,1712524596742,undefined,undefined,undefined,101,100,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Madrif,1712524597803,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,TextInput,answer,Final,Madrif,1712524597804,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,25,0,experiment-filler,NULL,PennController,24,_Trial_,End,1712524597804,undefined,undefined,undefined,101,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,PennController,23,_Trial_,Start,1712524597805,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,PennController,23,_Header_,Start,1712524597805,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,PennController,23,_Header_,End,1712524597805,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,TextInput,answer,First,,1712524603942,undefined,undefined,undefined,20,1,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,TextInput,answer,EnterReturn,Switzerland,1712524607517,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,TextInput,answer,Final,Switzerland,1712524607518,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,24,0,experiment-item,NULL,PennController,23,_Trial_,End,1712524607518,undefined,undefined,undefined,20,1,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,PennController,39,_Trial_,Start,1712524607519,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,PennController,39,_Header_,Start,1712524607519,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,PennController,39,_Header_,End,1712524607519,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,TextInput,answer,First,,1712524611555,undefined,undefined,undefined,116,100,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,TextInput,answer,EnterReturn,Greta Thunberg,1712524615840,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,TextInput,answer,Final,Greta Thunberg,1712524615841,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,40,0,experiment-filler,NULL,PennController,39,_Trial_,End,1712524615841,undefined,undefined,undefined,116,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,PennController,22,_Trial_,Start,1712524615842,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,PennController,22,_Header_,Start,1712524615842,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,PennController,22,_Header_,End,1712524615842,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,TextInput,answer,First,,1712524621704,undefined,undefined,undefined,19,2,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,TextInput,answer,EnterReturn,Don't know,1712524624267,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,TextInput,answer,Final,Don't know,1712524624268,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,23,0,experiment-item,NULL,PennController,22,_Trial_,End,1712524624268,undefined,undefined,undefined,19,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,Start,1712524624269,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,Start,1712524624269,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,PennController,31,_Header_,End,1712524624269,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,TextInput,answer,First,,1712524627445,undefined,undefined,undefined,108,100,undefined,Shift
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,TextInput,answer,EnterReturn,for inventing the pressing machine,1712524646717,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,TextInput,answer,Final,for inventing the pressing machine,1712524646718,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,32,0,experiment-filler,NULL,PennController,31,_Trial_,End,1712524646718,undefined,undefined,undefined,108,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,PennController,16,_Trial_,Start,1712524646718,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,PennController,16,_Header_,Start,1712524646718,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,PennController,16,_Header_,End,1712524646719,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,TextInput,answer,First,,1712524650094,undefined,undefined,undefined,13,2,undefined,s
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,TextInput,answer,EnterReturn,squirrel,1712524652831,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,TextInput,answer,Final,squirrel,1712524652832,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,17,0,experiment-item,NULL,PennController,16,_Trial_,End,1712524652832,undefined,undefined,undefined,13,2,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,34,0,experiment-filler,NULL,PennController,33,_Trial_,Start,1712524652833,undefined,undefined,undefined,110,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,34,0,experiment-filler,NULL,PennController,33,_Header_,Start,1712524652833,undefined,undefined,undefined,110,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,34,0,experiment-filler,NULL,PennController,33,_Header_,End,1712524652833,undefined,undefined,undefined,110,100,undefined,NULL
1712524865,0800373747ab78796173416d3a5ac8e8,PennController,34,0,experiment-filler,NULL,TextInput,answer,First,,1712524655923,undefined,undefined,undefined,110,100,undefined,d
