ID,ITEM,CONDITION,SENTENCE,RT,IA
f056225247041558665fe7aa578a40b0,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,1203,1
f056225247041558665fe7aa578a40b0,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,924,2
f056225247041558665fe7aa578a40b0,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,768,3
f056225247041558665fe7aa578a40b0,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,1300,4
f056225247041558665fe7aa578a40b0,16,plausible,The man*ordered*his girlfriend*some champagne.,506,1
f056225247041558665fe7aa578a40b0,16,plausible,The man*ordered*his girlfriend*some champagne.,602,2
f056225247041558665fe7aa578a40b0,16,plausible,The man*ordered*his girlfriend*some champagne.,644,3
f056225247041558665fe7aa578a40b0,16,plausible,The man*ordered*his girlfriend*some champagne.,576,4
f056225247041558665fe7aa578a40b0,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,543,1
f056225247041558665fe7aa578a40b0,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,580,2
f056225247041558665fe7aa578a40b0,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,455,3
f056225247041558665fe7aa578a40b0,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,735,4
f056225247041558665fe7aa578a40b0,11,implausible,The grandmother*baked*some cookies*the grandson.,448,1
f056225247041558665fe7aa578a40b0,11,implausible,The grandmother*baked*some cookies*the grandson.,461,2
f056225247041558665fe7aa578a40b0,11,implausible,The grandmother*baked*some cookies*the grandson.,581,3
f056225247041558665fe7aa578a40b0,11,implausible,The grandmother*baked*some cookies*the grandson.,683,4
f056225247041558665fe7aa578a40b0,1,implausible,The cook*baked*a cake*Lucy.,426,1
f056225247041558665fe7aa578a40b0,1,implausible,The cook*baked*a cake*Lucy.,309,2
f056225247041558665fe7aa578a40b0,1,implausible,The cook*baked*a cake*Lucy.,365,3
f056225247041558665fe7aa578a40b0,1,implausible,The cook*baked*a cake*Lucy.,506,4
f056225247041558665fe7aa578a40b0,20,plausible,The babysitter*fixed*the child*some lunch.,420,1
f056225247041558665fe7aa578a40b0,20,plausible,The babysitter*fixed*the child*some lunch.,499,2
f056225247041558665fe7aa578a40b0,20,plausible,The babysitter*fixed*the child*some lunch.,447,3
f056225247041558665fe7aa578a40b0,20,plausible,The babysitter*fixed*the child*some lunch.,569,4
f056225247041558665fe7aa578a40b0,2,plausible,The bartender*poured*the customer*a drink.,517,1
f056225247041558665fe7aa578a40b0,2,plausible,The bartender*poured*the customer*a drink.,453,2
f056225247041558665fe7aa578a40b0,2,plausible,The bartender*poured*the customer*a drink.,484,3
f056225247041558665fe7aa578a40b0,2,plausible,The bartender*poured*the customer*a drink.,514,4
f056225247041558665fe7aa578a40b0,6,plausible,The secretary*ordered*the boss*some office supplies.,593,1
f056225247041558665fe7aa578a40b0,6,plausible,The secretary*ordered*the boss*some office supplies.,494,2
f056225247041558665fe7aa578a40b0,6,plausible,The secretary*ordered*the boss*some office supplies.,575,3
f056225247041558665fe7aa578a40b0,6,plausible,The secretary*ordered*the boss*some office supplies.,1385,4
f056225247041558665fe7aa578a40b0,9,implausible,The charity*built*a house*the hurricane victim.,436,1
f056225247041558665fe7aa578a40b0,9,implausible,The charity*built*a house*the hurricane victim.,560,2
f056225247041558665fe7aa578a40b0,9,implausible,The charity*built*a house*the hurricane victim.,741,3
f056225247041558665fe7aa578a40b0,9,implausible,The charity*built*a house*the hurricane victim.,1244,4
f056225247041558665fe7aa578a40b0,13,implausible,The receptionist*saved*some cake*her co-worker.,576,1
f056225247041558665fe7aa578a40b0,13,implausible,The receptionist*saved*some cake*her co-worker.,545,2
f056225247041558665fe7aa578a40b0,13,implausible,The receptionist*saved*some cake*her co-worker.,496,3
f056225247041558665fe7aa578a40b0,13,implausible,The receptionist*saved*some cake*her co-worker.,747,4
f056225247041558665fe7aa578a40b0,14,plausible,The seamstress*made*her client*a dress.,402,1
f056225247041558665fe7aa578a40b0,14,plausible,The seamstress*made*her client*a dress.,704,2
f056225247041558665fe7aa578a40b0,14,plausible,The seamstress*made*her client*a dress.,514,3
f056225247041558665fe7aa578a40b0,14,plausible,The seamstress*made*her client*a dress.,683,4
f056225247041558665fe7aa578a40b0,10,plausible,The waitress*fixed*the customer*a sandwich.,545,1
f056225247041558665fe7aa578a40b0,10,plausible,The waitress*fixed*the customer*a sandwich.,495,2
f056225247041558665fe7aa578a40b0,10,plausible,The waitress*fixed*the customer*a sandwich.,505,3
f056225247041558665fe7aa578a40b0,10,plausible,The waitress*fixed*the customer*a sandwich.,579,4
f056225247041558665fe7aa578a40b0,17,implausible,The travel agent*reserved*a flight*the businessman.,558,1
f056225247041558665fe7aa578a40b0,17,implausible,The travel agent*reserved*a flight*the businessman.,562,2
f056225247041558665fe7aa578a40b0,17,implausible,The travel agent*reserved*a flight*the businessman.,894,3
f056225247041558665fe7aa578a40b0,17,implausible,The travel agent*reserved*a flight*the businessman.,683,4
f056225247041558665fe7aa578a40b0,5,implausible,The apprentice*fetched*a hammer*the carpenter.,573,1
f056225247041558665fe7aa578a40b0,5,implausible,The apprentice*fetched*a hammer*the carpenter.,648,2
f056225247041558665fe7aa578a40b0,5,implausible,The apprentice*fetched*a hammer*the carpenter.,543,3
f056225247041558665fe7aa578a40b0,5,implausible,The apprentice*fetched*a hammer*the carpenter.,610,4
f056225247041558665fe7aa578a40b0,8,plausible,The father*bought*his son*a bicycle.,481,1
f056225247041558665fe7aa578a40b0,8,plausible,The father*bought*his son*a bicycle.,509,2
f056225247041558665fe7aa578a40b0,8,plausible,The father*bought*his son*a bicycle.,765,3
f056225247041558665fe7aa578a40b0,8,plausible,The father*bought*his son*a bicycle.,785,4
f056225247041558665fe7aa578a40b0,7,implausible,The wife*reserved*a table*her husband.,472,1
f056225247041558665fe7aa578a40b0,7,implausible,The wife*reserved*a table*her husband.,482,2
f056225247041558665fe7aa578a40b0,7,implausible,The wife*reserved*a table*her husband.,376,3
f056225247041558665fe7aa578a40b0,7,implausible,The wife*reserved*a table*her husband.,565,4
f056225247041558665fe7aa578a40b0,4,plausible,The grandmother*made*her granddaughter*a quilt.,505,1
f056225247041558665fe7aa578a40b0,4,plausible,The grandmother*made*her granddaughter*a quilt.,457,2
f056225247041558665fe7aa578a40b0,4,plausible,The grandmother*made*her granddaughter*a quilt.,528,3
f056225247041558665fe7aa578a40b0,4,plausible,The grandmother*made*her granddaughter*a quilt.,551,4
f056225247041558665fe7aa578a40b0,19,implausible,The church*built*a shelter*the homeless.,557,1
f056225247041558665fe7aa578a40b0,19,implausible,The church*built*a shelter*the homeless.,398,2
f056225247041558665fe7aa578a40b0,19,implausible,The church*built*a shelter*the homeless.,492,3
f056225247041558665fe7aa578a40b0,19,implausible,The church*built*a shelter*the homeless.,527,4
f056225247041558665fe7aa578a40b0,12,plausible,The nurse*poured*the old man*some water.,413,1
f056225247041558665fe7aa578a40b0,12,plausible,The nurse*poured*the old man*some water.,399,2
f056225247041558665fe7aa578a40b0,12,plausible,The nurse*poured*the old man*some water.,488,3
f056225247041558665fe7aa578a40b0,12,plausible,The nurse*poured*the old man*some water.,732,4
d35d3ed1ec1ec3452701139b5fbbed08,2,implausible,The bartender*poured*a drink*the customer.,1190,1
d35d3ed1ec1ec3452701139b5fbbed08,2,implausible,The bartender*poured*a drink*the customer.,1071,2
d35d3ed1ec1ec3452701139b5fbbed08,2,implausible,The bartender*poured*a drink*the customer.,578,3
d35d3ed1ec1ec3452701139b5fbbed08,11,plausible,The grandmother*baked*the grandson*some cookies.,1266,1
d35d3ed1ec1ec3452701139b5fbbed08,11,plausible,The grandmother*baked*the grandson*some cookies.,864,2
d35d3ed1ec1ec3452701139b5fbbed08,11,plausible,The grandmother*baked*the grandson*some cookies.,1543,3
d35d3ed1ec1ec3452701139b5fbbed08,20,implausible,The babysitter*fixed*some lunch*the child.,1170,1
d35d3ed1ec1ec3452701139b5fbbed08,20,implausible,The babysitter*fixed*some lunch*the child.,673,2
d35d3ed1ec1ec3452701139b5fbbed08,20,implausible,The babysitter*fixed*some lunch*the child.,871,3
d35d3ed1ec1ec3452701139b5fbbed08,9,plausible,The charity*built*the hurricane victim*a house.,1440,1
d35d3ed1ec1ec3452701139b5fbbed08,9,plausible,The charity*built*the hurricane victim*a house.,666,2
d35d3ed1ec1ec3452701139b5fbbed08,9,plausible,The charity*built*the hurricane victim*a house.,815,4
d35d3ed1ec1ec3452701139b5fbbed08,1,plausible,The cook*baked*Lucy*a cake.,564,1
d35d3ed1ec1ec3452701139b5fbbed08,1,plausible,The cook*baked*Lucy*a cake.,515,2
d35d3ed1ec1ec3452701139b5fbbed08,1,plausible,The cook*baked*Lucy*a cake.,806,3
d35d3ed1ec1ec3452701139b5fbbed08,1,plausible,The cook*baked*Lucy*a cake.,1094,4
d35d3ed1ec1ec3452701139b5fbbed08,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1352,1
d35d3ed1ec1ec3452701139b5fbbed08,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1239,3
d35d3ed1ec1ec3452701139b5fbbed08,17,plausible,The travel agent*reserved*the businessman*a flight.,1060,1
d35d3ed1ec1ec3452701139b5fbbed08,17,plausible,The travel agent*reserved*the businessman*a flight.,966,2
d35d3ed1ec1ec3452701139b5fbbed08,17,plausible,The travel agent*reserved*the businessman*a flight.,1280,3
d35d3ed1ec1ec3452701139b5fbbed08,17,plausible,The travel agent*reserved*the businessman*a flight.,1974,4
d35d3ed1ec1ec3452701139b5fbbed08,19,plausible,The church*built*the homeless*a shelter.,599,1
d35d3ed1ec1ec3452701139b5fbbed08,19,plausible,The church*built*the homeless*a shelter.,617,2
d35d3ed1ec1ec3452701139b5fbbed08,19,plausible,The church*built*the homeless*a shelter.,847,3
d35d3ed1ec1ec3452701139b5fbbed08,19,plausible,The church*built*the homeless*a shelter.,992,4
d35d3ed1ec1ec3452701139b5fbbed08,3,plausible,The woman*saved*her husband*a seat.,426,1
d35d3ed1ec1ec3452701139b5fbbed08,3,plausible,The woman*saved*her husband*a seat.,691,2
d35d3ed1ec1ec3452701139b5fbbed08,3,plausible,The woman*saved*her husband*a seat.,879,3
d35d3ed1ec1ec3452701139b5fbbed08,3,plausible,The woman*saved*her husband*a seat.,1132,4
d35d3ed1ec1ec3452701139b5fbbed08,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1152,1
d35d3ed1ec1ec3452701139b5fbbed08,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1186,2
d35d3ed1ec1ec3452701139b5fbbed08,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1602,3
d35d3ed1ec1ec3452701139b5fbbed08,10,implausible,The waitress*fixed*a sandwich*the customer.,827,1
d35d3ed1ec1ec3452701139b5fbbed08,10,implausible,The waitress*fixed*a sandwich*the customer.,608,2
d35d3ed1ec1ec3452701139b5fbbed08,10,implausible,The waitress*fixed*a sandwich*the customer.,1106,3
d35d3ed1ec1ec3452701139b5fbbed08,6,implausible,The secretary*ordered*some office supplies*the boss.,1163,1
d35d3ed1ec1ec3452701139b5fbbed08,6,implausible,The secretary*ordered*some office supplies*the boss.,967,2
d35d3ed1ec1ec3452701139b5fbbed08,6,implausible,The secretary*ordered*some office supplies*the boss.,1703,3
d35d3ed1ec1ec3452701139b5fbbed08,14,implausible,The seamstress*made*a dress*her client.,912,2
d35d3ed1ec1ec3452701139b5fbbed08,14,implausible,The seamstress*made*a dress*her client.,537,3
d35d3ed1ec1ec3452701139b5fbbed08,14,implausible,The seamstress*made*a dress*her client.,1563,4
d35d3ed1ec1ec3452701139b5fbbed08,8,implausible,The father*bought*a bicycle*his son.,706,1
d35d3ed1ec1ec3452701139b5fbbed08,8,implausible,The father*bought*a bicycle*his son.,596,2
d35d3ed1ec1ec3452701139b5fbbed08,8,implausible,The father*bought*a bicycle*his son.,955,3
d35d3ed1ec1ec3452701139b5fbbed08,8,implausible,The father*bought*a bicycle*his son.,1100,4
d35d3ed1ec1ec3452701139b5fbbed08,7,plausible,The wife*reserved*her husband*a table.,738,1
d35d3ed1ec1ec3452701139b5fbbed08,7,plausible,The wife*reserved*her husband*a table.,621,2
d35d3ed1ec1ec3452701139b5fbbed08,7,plausible,The wife*reserved*her husband*a table.,592,3
d35d3ed1ec1ec3452701139b5fbbed08,7,plausible,The wife*reserved*her husband*a table.,1069,4
d35d3ed1ec1ec3452701139b5fbbed08,13,plausible,The receptionist*saved*her co-worker*some cake.,1103,1
d35d3ed1ec1ec3452701139b5fbbed08,13,plausible,The receptionist*saved*her co-worker*some cake.,650,2
d35d3ed1ec1ec3452701139b5fbbed08,13,plausible,The receptionist*saved*her co-worker*some cake.,1173,3
d35d3ed1ec1ec3452701139b5fbbed08,13,plausible,The receptionist*saved*her co-worker*some cake.,1683,4
d35d3ed1ec1ec3452701139b5fbbed08,4,implausible,The grandmother*made*a quilt*her granddaughter.,1060,1
d35d3ed1ec1ec3452701139b5fbbed08,4,implausible,The grandmother*made*a quilt*her granddaughter.,514,2
d35d3ed1ec1ec3452701139b5fbbed08,4,implausible,The grandmother*made*a quilt*her granddaughter.,559,3
d35d3ed1ec1ec3452701139b5fbbed08,5,plausible,The apprentice*fetched*the carpenter*a hammer.,835,2
d35d3ed1ec1ec3452701139b5fbbed08,16,implausible,The man*ordered*some champagne*his girlfriend.,682,1
d35d3ed1ec1ec3452701139b5fbbed08,16,implausible,The man*ordered*some champagne*his girlfriend.,599,2
d35d3ed1ec1ec3452701139b5fbbed08,16,implausible,The man*ordered*some champagne*his girlfriend.,1298,3
d35d3ed1ec1ec3452701139b5fbbed08,16,implausible,The man*ordered*some champagne*his girlfriend.,1154,4
d35d3ed1ec1ec3452701139b5fbbed08,12,implausible,The nurse*poured*some water*the old man.,816,1
d35d3ed1ec1ec3452701139b5fbbed08,12,implausible,The nurse*poured*some water*the old man.,1128,2
d35d3ed1ec1ec3452701139b5fbbed08,12,implausible,The nurse*poured*some water*the old man.,572,3
d35d3ed1ec1ec3452701139b5fbbed08,12,implausible,The nurse*poured*some water*the old man.,1322,4
4553ff552fde0b279f147b9cc7f2a8f1,14,plausible,The seamstress*made*her client*a dress.,967,1
4553ff552fde0b279f147b9cc7f2a8f1,14,plausible,The seamstress*made*her client*a dress.,949,2
4553ff552fde0b279f147b9cc7f2a8f1,14,plausible,The seamstress*made*her client*a dress.,873,3
4553ff552fde0b279f147b9cc7f2a8f1,14,plausible,The seamstress*made*her client*a dress.,1293,4
4553ff552fde0b279f147b9cc7f2a8f1,17,implausible,The travel agent*reserved*a flight*the businessman.,1081,1
4553ff552fde0b279f147b9cc7f2a8f1,17,implausible,The travel agent*reserved*a flight*the businessman.,774,2
4553ff552fde0b279f147b9cc7f2a8f1,17,implausible,The travel agent*reserved*a flight*the businessman.,688,3
4553ff552fde0b279f147b9cc7f2a8f1,11,implausible,The grandmother*baked*some cookies*the grandson.,935,1
4553ff552fde0b279f147b9cc7f2a8f1,11,implausible,The grandmother*baked*some cookies*the grandson.,672,2
4553ff552fde0b279f147b9cc7f2a8f1,11,implausible,The grandmother*baked*some cookies*the grandson.,642,3
4553ff552fde0b279f147b9cc7f2a8f1,7,implausible,The wife*reserved*a table*her husband.,564,1
4553ff552fde0b279f147b9cc7f2a8f1,7,implausible,The wife*reserved*a table*her husband.,458,2
4553ff552fde0b279f147b9cc7f2a8f1,7,implausible,The wife*reserved*a table*her husband.,395,3
4553ff552fde0b279f147b9cc7f2a8f1,20,plausible,The babysitter*fixed*the child*some lunch.,529,1
4553ff552fde0b279f147b9cc7f2a8f1,20,plausible,The babysitter*fixed*the child*some lunch.,425,2
4553ff552fde0b279f147b9cc7f2a8f1,20,plausible,The babysitter*fixed*the child*some lunch.,438,3
4553ff552fde0b279f147b9cc7f2a8f1,20,plausible,The babysitter*fixed*the child*some lunch.,1937,4
4553ff552fde0b279f147b9cc7f2a8f1,8,plausible,The father*bought*his son*a bicycle.,1045,1
4553ff552fde0b279f147b9cc7f2a8f1,8,plausible,The father*bought*his son*a bicycle.,563,2
4553ff552fde0b279f147b9cc7f2a8f1,8,plausible,The father*bought*his son*a bicycle.,505,3
4553ff552fde0b279f147b9cc7f2a8f1,8,plausible,The father*bought*his son*a bicycle.,963,4
4553ff552fde0b279f147b9cc7f2a8f1,13,implausible,The receptionist*saved*some cake*her co-worker.,613,1
4553ff552fde0b279f147b9cc7f2a8f1,13,implausible,The receptionist*saved*some cake*her co-worker.,629,2
4553ff552fde0b279f147b9cc7f2a8f1,13,implausible,The receptionist*saved*some cake*her co-worker.,644,3
4553ff552fde0b279f147b9cc7f2a8f1,1,implausible,The cook*baked*a cake*Lucy.,664,1
4553ff552fde0b279f147b9cc7f2a8f1,1,implausible,The cook*baked*a cake*Lucy.,710,2
4553ff552fde0b279f147b9cc7f2a8f1,1,implausible,The cook*baked*a cake*Lucy.,648,3
4553ff552fde0b279f147b9cc7f2a8f1,1,implausible,The cook*baked*a cake*Lucy.,1358,4
4553ff552fde0b279f147b9cc7f2a8f1,9,implausible,The charity*built*a house*the hurricane victim.,856,1
4553ff552fde0b279f147b9cc7f2a8f1,9,implausible,The charity*built*a house*the hurricane victim.,1179,2
4553ff552fde0b279f147b9cc7f2a8f1,9,implausible,The charity*built*a house*the hurricane victim.,540,3
4553ff552fde0b279f147b9cc7f2a8f1,16,plausible,The man*ordered*his girlfriend*some champagne.,609,1
4553ff552fde0b279f147b9cc7f2a8f1,16,plausible,The man*ordered*his girlfriend*some champagne.,776,2
4553ff552fde0b279f147b9cc7f2a8f1,16,plausible,The man*ordered*his girlfriend*some champagne.,730,3
4553ff552fde0b279f147b9cc7f2a8f1,16,plausible,The man*ordered*his girlfriend*some champagne.,1156,4
4553ff552fde0b279f147b9cc7f2a8f1,12,plausible,The nurse*poured*the old man*some water.,706,1
4553ff552fde0b279f147b9cc7f2a8f1,12,plausible,The nurse*poured*the old man*some water.,1015,2
4553ff552fde0b279f147b9cc7f2a8f1,12,plausible,The nurse*poured*the old man*some water.,587,3
4553ff552fde0b279f147b9cc7f2a8f1,12,plausible,The nurse*poured*the old man*some water.,1585,4
4553ff552fde0b279f147b9cc7f2a8f1,4,plausible,The grandmother*made*her granddaughter*a quilt.,643,1
4553ff552fde0b279f147b9cc7f2a8f1,4,plausible,The grandmother*made*her granddaughter*a quilt.,550,2
4553ff552fde0b279f147b9cc7f2a8f1,4,plausible,The grandmother*made*her granddaughter*a quilt.,765,3
4553ff552fde0b279f147b9cc7f2a8f1,4,plausible,The grandmother*made*her granddaughter*a quilt.,1846,4
4553ff552fde0b279f147b9cc7f2a8f1,10,plausible,The waitress*fixed*the customer*a sandwich.,1227,1
4553ff552fde0b279f147b9cc7f2a8f1,10,plausible,The waitress*fixed*the customer*a sandwich.,907,2
4553ff552fde0b279f147b9cc7f2a8f1,10,plausible,The waitress*fixed*the customer*a sandwich.,746,3
4553ff552fde0b279f147b9cc7f2a8f1,10,plausible,The waitress*fixed*the customer*a sandwich.,1576,4
4553ff552fde0b279f147b9cc7f2a8f1,19,implausible,The church*built*a shelter*the homeless.,645,1
4553ff552fde0b279f147b9cc7f2a8f1,19,implausible,The church*built*a shelter*the homeless.,736,2
4553ff552fde0b279f147b9cc7f2a8f1,19,implausible,The church*built*a shelter*the homeless.,832,3
4553ff552fde0b279f147b9cc7f2a8f1,19,implausible,The church*built*a shelter*the homeless.,1360,4
4553ff552fde0b279f147b9cc7f2a8f1,6,plausible,The secretary*ordered*the boss*some office supplies.,590,1
4553ff552fde0b279f147b9cc7f2a8f1,6,plausible,The secretary*ordered*the boss*some office supplies.,669,2
4553ff552fde0b279f147b9cc7f2a8f1,6,plausible,The secretary*ordered*the boss*some office supplies.,649,3
4553ff552fde0b279f147b9cc7f2a8f1,6,plausible,The secretary*ordered*the boss*some office supplies.,858,4
4553ff552fde0b279f147b9cc7f2a8f1,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,773,1
4553ff552fde0b279f147b9cc7f2a8f1,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,540,2
4553ff552fde0b279f147b9cc7f2a8f1,15,implausible,The lab-assistant*fetched*a test-tube*the scientist.,574,3
4553ff552fde0b279f147b9cc7f2a8f1,2,plausible,The bartender*poured*the customer*a drink.,837,1
4553ff552fde0b279f147b9cc7f2a8f1,2,plausible,The bartender*poured*the customer*a drink.,703,2
4553ff552fde0b279f147b9cc7f2a8f1,2,plausible,The bartender*poured*the customer*a drink.,1152,3
4553ff552fde0b279f147b9cc7f2a8f1,2,plausible,The bartender*poured*the customer*a drink.,1100,4
4553ff552fde0b279f147b9cc7f2a8f1,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,595,1
4553ff552fde0b279f147b9cc7f2a8f1,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,653,2
4553ff552fde0b279f147b9cc7f2a8f1,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,602,3
4553ff552fde0b279f147b9cc7f2a8f1,18,plausible,The boyfriend*obtained*his girlfriend*some concert tickets.,1176,4
4553ff552fde0b279f147b9cc7f2a8f1,5,implausible,The apprentice*fetched*a hammer*the carpenter.,1125,1
4553ff552fde0b279f147b9cc7f2a8f1,5,implausible,The apprentice*fetched*a hammer*the carpenter.,1583,2
4553ff552fde0b279f147b9cc7f2a8f1,5,implausible,The apprentice*fetched*a hammer*the carpenter.,1353,3
4553ff552fde0b279f147b9cc7f2a8f1,5,implausible,The apprentice*fetched*a hammer*the carpenter.,757,4
4553ff552fde0b279f147b9cc7f2a8f1,3,implausible,The woman*saved*a seat*her husband.,560,1
4553ff552fde0b279f147b9cc7f2a8f1,3,implausible,The woman*saved*a seat*her husband.,520,2
4553ff552fde0b279f147b9cc7f2a8f1,3,implausible,The woman*saved*a seat*her husband.,498,3
4553ff552fde0b279f147b9cc7f2a8f1,3,implausible,The woman*saved*a seat*her husband.,717,4
a6cb8d31cdb7346438395858d0824bfa,13,plausible,The receptionist*saved*her co-worker*some cake.,1724,3
a6cb8d31cdb7346438395858d0824bfa,13,plausible,The receptionist*saved*her co-worker*some cake.,1812,2
a6cb8d31cdb7346438395858d0824bfa,2,implausible,The bartender*poured*a drink*the customer.,1551,3
a6cb8d31cdb7346438395858d0824bfa,2,implausible,The bartender*poured*a drink*the customer.,1631,2
a6cb8d31cdb7346438395858d0824bfa,14,implausible,The seamstress*made*a dress*her client.,751,3
a6cb8d31cdb7346438395858d0824bfa,14,implausible,The seamstress*made*a dress*her client.,848,2
a6cb8d31cdb7346438395858d0824bfa,14,implausible,The seamstress*made*a dress*her client.,1603,1
a6cb8d31cdb7346438395858d0824bfa,10,implausible,The waitress*fixed*a sandwich*the customer.,1221,4
a6cb8d31cdb7346438395858d0824bfa,10,implausible,The waitress*fixed*a sandwich*the customer.,1605,3
a6cb8d31cdb7346438395858d0824bfa,10,implausible,The waitress*fixed*a sandwich*the customer.,1830,2
a6cb8d31cdb7346438395858d0824bfa,10,implausible,The waitress*fixed*a sandwich*the customer.,900,1
a6cb8d31cdb7346438395858d0824bfa,7,plausible,The wife*reserved*her husband*a table.,1895,3
a6cb8d31cdb7346438395858d0824bfa,7,plausible,The wife*reserved*her husband*a table.,679,2
a6cb8d31cdb7346438395858d0824bfa,7,plausible,The wife*reserved*her husband*a table.,903,1
a6cb8d31cdb7346438395858d0824bfa,12,implausible,The nurse*poured*some water*the old man.,1088,4
a6cb8d31cdb7346438395858d0824bfa,12,implausible,The nurse*poured*some water*the old man.,705,3
a6cb8d31cdb7346438395858d0824bfa,12,implausible,The nurse*poured*some water*the old man.,949,2
a6cb8d31cdb7346438395858d0824bfa,12,implausible,The nurse*poured*some water*the old man.,1364,1
a6cb8d31cdb7346438395858d0824bfa,4,implausible,The grandmother*made*a quilt*her granddaughter.,939,4
a6cb8d31cdb7346438395858d0824bfa,4,implausible,The grandmother*made*a quilt*her granddaughter.,1007,3
a6cb8d31cdb7346438395858d0824bfa,4,implausible,The grandmother*made*a quilt*her granddaughter.,1089,2
a6cb8d31cdb7346438395858d0824bfa,4,implausible,The grandmother*made*a quilt*her granddaughter.,1692,1
a6cb8d31cdb7346438395858d0824bfa,3,plausible,The woman*saved*her husband*a seat.,1197,4
a6cb8d31cdb7346438395858d0824bfa,3,plausible,The woman*saved*her husband*a seat.,1084,3
a6cb8d31cdb7346438395858d0824bfa,3,plausible,The woman*saved*her husband*a seat.,772,2
a6cb8d31cdb7346438395858d0824bfa,3,plausible,The woman*saved*her husband*a seat.,1071,1
a6cb8d31cdb7346438395858d0824bfa,11,plausible,The grandmother*baked*the grandson*some cookies.,812,2
a6cb8d31cdb7346438395858d0824bfa,11,plausible,The grandmother*baked*the grandson*some cookies.,1048,1
a6cb8d31cdb7346438395858d0824bfa,1,plausible,The cook*baked*Lucy*a cake.,1650,4
a6cb8d31cdb7346438395858d0824bfa,1,plausible,The cook*baked*Lucy*a cake.,538,3
a6cb8d31cdb7346438395858d0824bfa,1,plausible,The cook*baked*Lucy*a cake.,883,2
a6cb8d31cdb7346438395858d0824bfa,1,plausible,The cook*baked*Lucy*a cake.,543,1
a6cb8d31cdb7346438395858d0824bfa,5,plausible,The apprentice*fetched*the carpenter*a hammer.,874,3
a6cb8d31cdb7346438395858d0824bfa,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1179,2
a6cb8d31cdb7346438395858d0824bfa,5,plausible,The apprentice*fetched*the carpenter*a hammer.,1691,1
a6cb8d31cdb7346438395858d0824bfa,19,plausible,The church*built*the homeless*a shelter.,1305,3
a6cb8d31cdb7346438395858d0824bfa,19,plausible,The church*built*the homeless*a shelter.,1062,2
a6cb8d31cdb7346438395858d0824bfa,19,plausible,The church*built*the homeless*a shelter.,906,1
a6cb8d31cdb7346438395858d0824bfa,8,implausible,The father*bought*a bicycle*his son.,752,4
a6cb8d31cdb7346438395858d0824bfa,8,implausible,The father*bought*a bicycle*his son.,655,3
a6cb8d31cdb7346438395858d0824bfa,8,implausible,The father*bought*a bicycle*his son.,758,2
a6cb8d31cdb7346438395858d0824bfa,8,implausible,The father*bought*a bicycle*his son.,1136,1
a6cb8d31cdb7346438395858d0824bfa,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1540,3
a6cb8d31cdb7346438395858d0824bfa,15,plausible,The lab-assistant*fetched*the scientist*a test-tube.,1641,2
a6cb8d31cdb7346438395858d0824bfa,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1194,4
a6cb8d31cdb7346438395858d0824bfa,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1580,3
a6cb8d31cdb7346438395858d0824bfa,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,1103,2
a6cb8d31cdb7346438395858d0824bfa,18,implausible,The boyfriend*obtained*some concert tickets*his girlfriend.,896,1
a6cb8d31cdb7346438395858d0824bfa,16,implausible,The man*ordered*some champagne*his girlfriend.,860,4
a6cb8d31cdb7346438395858d0824bfa,16,implausible,The man*ordered*some champagne*his girlfriend.,926,3
a6cb8d31cdb7346438395858d0824bfa,16,implausible,The man*ordered*some champagne*his girlfriend.,801,2
a6cb8d31cdb7346438395858d0824bfa,16,implausible,The man*ordered*some champagne*his girlfriend.,619,1
a6cb8d31cdb7346438395858d0824bfa,6,implausible,The secretary*ordered*some office supplies*the boss.,1984,4
a6cb8d31cdb7346438395858d0824bfa,6,implausible,The secretary*ordered*some office supplies*the boss.,1190,3
a6cb8d31cdb7346438395858d0824bfa,6,implausible,The secretary*ordered*some office supplies*the boss.,687,2
a6cb8d31cdb7346438395858d0824bfa,6,implausible,The secretary*ordered*some office supplies*the boss.,959,1
a6cb8d31cdb7346438395858d0824bfa,17,plausible,The travel agent*reserved*the businessman*a flight.,764,3
